,height,link,weight
2752,6-3,/players/K/KalsBo20.htm,235lb
2753,6-2,/players/K/KamiLa00.htm,245lb
2754,6-4,/players/K/KingHe20.htm,205lb
2755,6-1,/players/K/KoonJo21.htm,192lb
2756,6-0,/players/K/KremKa20.htm,175lb
2757,6-4,/players/K/KrieDo20.htm,245lb
2758,6-5,/players/L/LambGo20.htm,245lb
2759,6-1,/players/L/LaniWi00.htm,245lb
2760,6-0,/players/L/LatoCh20.htm,190lb
2761,6-4,/players/L/LeexBo21.htm,200lb
2762,6-2,/players/L/LeexDw00.htm,190lb
2763,5-11,/players/L/LeigCh00.htm,206lb
2764,6-1,/players/L/LemmBr00.htm,206lb
2765,6-2,/players/L/LeMoJi20.htm,250lb
2766,6-5,/players/L/LensGr20.htm,261lb
2767,6-0,/players/L/LentJa20.htm,190lb
2768,5-10,/players/L/LeoxBo00.htm,180lb
2769,6-1,/players/L/LewiD.20.htm,225lb
2770,6-2,/players/L/LewiDa22.htm,216lb
2771,5-11,/players/L/LindHu00.htm,196lb
2772,6-1,/players/L/LittLa00.htm,265lb
2773,6-0,/players/L/LiviDa20.htm,210lb
2774,6-4,/players/L/LiviMi00.htm,212lb
2775,6-2,/players/L/LyleGa20.htm,198lb
2776,6-1,/players/L/LyncFr00.htm,205lb
2777,6-1,/players/L/LyncJi00.htm,235lb
2778,6-0,/players/M/MarcEd20.htm,240lb
2779,6-1,/players/M/MarsAa00.htm,190lb
2780,5-11,/players/M/MarsJi01.htm,194lb
2781,6-5,/players/M/MayeBe20.htm,265lb
2782,6-1,/players/M/MayxRa20.htm,230lb
2783,6-3,/players/M/McCaBr00.htm,220lb
2784,6-4,/players/M/McDaDa20.htm,200lb
2785,6-1,/players/M/McKiBi21.htm,226lb
2786,6-3,/players/M/MiddDa20.htm,260lb
2787,6-2,/players/M/MoonEd20.htm,225lb
2788,6-0,/players/M/MoorAl01.htm,195lb
2789,6-5,/players/M/MoorMo20.htm,252lb
2790,6-6,/players/M/MoorWa00.htm,265lb
2791,6-1,/players/M/MoreDo00.htm,215lb
2792,6-0,/players/M/MorrRe00.htm,207lb
2793,6-4,/players/M/MusgSp20.htm,275lb
2794,6-4,/players/M/MyerCh00.htm,203lb
2795,6-2,/players/M/MyrtCh20.htm,225lb
2796,6-1,/players/N/NaumPa00.htm,215lb
2797,6-4,/players/N/NordMa20.htm,246lb
2798,6-2,/players/N/NunlFr20.htm,229lb
2799,6-0,/players/O/OberTo20.htm,185lb
2800,5-10,/players/O/OutlJo20.htm,180lb
2801,6-4,/players/P/PageAl00.htm,245lb
2802,6-3,/players/P/ParkWi21.htm,275lb
2803,6-0,/players/P/PateDe20.htm,214lb
2804,6-1,/players/P/PearPr00.htm,205lb
2805,6-3,/players/P/PeteBi20.htm,230lb
2806,6-3,/players/P/PhilEd21.htm,240lb
2807,6-3,/players/P/PhilLo20.htm,240lb
2808,6-4,/players/P/PittJo20.htm,218lb
2809,6-3,/players/P/PortRo21.htm,232lb
2810,5-9,/players/P/PostDi00.htm,190lb
2811,6-7,/players/R/RandDe20.htm,250lb
2812,6-2,/players/R/RasmRa20.htm,255lb
2813,6-2,/players/R/RiceHa20.htm,235lb
2814,6-3,/players/R/RichJo20.htm,245lb
2815,6-4,/players/R/RileJi20.htm,250lb
2816,6-2,/players/R/RiveJa20.htm,245lb
2817,6-4,/players/R/RochAl20.htm,255lb
2818,6-3,/players/R/RousTo20.htm,235lb
2819,6-4,/players/R/RoweBo00.htm,270lb
2820,6-7,/players/R/RoweDa20.htm,280lb
2821,6-4,/players/R/RuplEr20.htm,256lb
2822,6-3,/players/S/SabaBi20.htm,245lb
2823,6-0,/players/S/SatcDo20.htm,220lb
2824,6-0,/players/S/SaulMa20.htm,185lb
2825,6-4,/players/S/SchmJo21.htm,245lb
2826,6-0,/players/S/ScotJa01.htm,188lb
2827,6-4,/players/S/SeilPa20.htm,258lb
2828,6-0,/players/S/SeipLa20.htm,214lb
2829,6-2,/players/S/ShawNa20.htm,205lb
2830,6-0,/players/S/SherTo00.htm,190lb
2831,6-1,/players/S/ShyxDo00.htm,210lb
2832,6-0,/players/S/SmitBo20.htm,181lb
2833,6-7,/players/S/SmitBu00.htm,265lb
2834,6-3,/players/S/SmitJi22.htm,190lb
2835,6-3,/players/S/SmitPa01.htm,256lb
2836,6-3,/players/S/SoboPh20.htm,235lb
2837,6-1,/players/S/SoutRo00.htm,195lb
2838,6-0,/players/S/SpilPh20.htm,195lb
2839,6-2,/players/S/SpurSt00.htm,204lb
2840,6-3,/players/S/StabKe00.htm,215lb
2841,6-3,/players/S/StetBi20.htm,250lb
2842,6-2,/players/S/StevBi00.htm,195lb
2843,6-5,/players/S/StitCa20.htm,270lb
2844,6-4,/players/S/StoeTe20.htm,235lb
2845,6-0,/players/S/StotRi20.htm,225lb
2846,6-2,/players/S/StroMi21.htm,235lb
2847,5-10,/players/S/SummJi20.htm,180lb
2848,6-3,/players/S/SwatRi20.htm,245lb
2849,6-2,/players/S/SweeNe00.htm,170lb
2850,6-3,/players/S/SwinCl20.htm,249lb
2851,6-3,/players/T/TaffJo20.htm,255lb
2852,6-4,/players/T/TannJo21.htm,241lb
2853,6-1,/players/T/TatmPe20.htm,220lb
2854,6-4,/players/T/TaylMi21.htm,255lb
2855,6-1,/players/T/ThomEa20.htm,190lb
2856,6-1,/players/T/ThomNo21.htm,180lb
2857,6-2,/players/T/ThomSt22.htm,250lb
2858,6-7,/players/T/TrosGe20.htm,277lb
2859,6-6,/players/T/TrumBo00.htm,228lb
2860,6-3,/players/T/TuckBo00.htm,230lb
2861,5-11,/players/T/TuckGa00.htm,205lb
2862,6-1,/players/T/TurnCl00.htm,236lb
2863,6-5,/players/U/UpshGe00.htm,255lb
2864,6-4,/players/U/UrbaJi20.htm,270lb
2865,6-4,/players/V/VaugBo20.htm,230lb
2866,6-3,/players/V/VolkRi00.htm,195lb
2867,6-3,/players/W/WallBo00.htm,211lb
2868,6-0,/players/W/WarrDe00.htm,205lb
2869,6-1,/players/W/WashDi20.htm,205lb
2870,5-11,/players/W/WashTe00.htm,210lb
2871,6-4,/players/W/WatsEd20.htm,220lb
2872,6-4,/players/W/WebsGe00.htm,220lb
2873,6-2,/players/W/WegeMi20.htm,200lb
2874,6-4,/players/W/WellBo20.htm,280lb
2875,6-3,/players/W/WheeTe20.htm,245lb
2876,6-4,/players/W/WidbRo20.htm,210lb
2877,6-2,/players/W/WillDa02.htm,207lb
2878,6-2,/players/W/WillDe20.htm,240lb
2879,6-3,/players/W/WillJo26.htm,256lb
2880,5-7,/players/W/WillMo20.htm,155lb
2881,5-10,/players/W/WillRo24.htm,180lb
2882,6-0,/players/W/WithCa20.htm,240lb
2883,6-3,/players/W/WittMe20.htm,250lb
2884,6-5,/players/W/WoodAl00.htm,205lb
2885,6-3,/players/W/WoodBo20.htm,235lb
2886,6-2,/players/W/WrigLo20.htm,205lb
2887,6-6,/players/W/WrigRa01.htm,255lb
2888,6-4,/players/W/WychSa00.htm,218lb
2889,6-3,/players/Y/YounGe21.htm,205lb
2890,6-2,/players/Z/ZaesPa20.htm,200lb
